/projects/bczs/SAPC/manifest/train
/projects/bczs/SAPC/data/processed/train/4a73d637-b066-4df7-76a1-08dc54a70eeb_125_4928.wav	25920
/projects/bczs/SAPC/data/processed/train/9e7aa4fd-7ec8-4ae7-c277-08db783c5d41_1075_1449.wav	69611
/projects/bczs/SAPC/data/processed/train/2b4ebaba-cf6d-4c2c-25b5-08dc18e8f490_1053_4377.wav	64000
/projects/bczs/SAPC/data/processed/train/dd0a734d-909d-42ba-3d72-08dc325485f0_390_4138.wav	214880
/projects/bczs/SAPC/data/processed/train/309e2a55-50a4-4c5a-2e7f-08dc27684872_1128_3793.wav	108160
/projects/bczs/SAPC/data/processed/train/d821fb61-b626-4e18-4284-08dc1d18fde3_56_3323.wav	42880
/projects/bczs/SAPC/data/processed/train/248b9155-c18c-450d-14d7-08db3f6f1688_92_507.wav	70936
/projects/bczs/SAPC/data/processed/train/65941f0e-4793-4142-808d-08dc28b09bf9_246_4536.wav	162080
/projects/bczs/SAPC/data/processed/train/fb997ed6-f5f5-4736-e95c-08dc2e961576_193_3857.wav	298304
/projects/bczs/SAPC/data/processed/train/a7e2add7-b9f4-46e9-9873-08db8e06f7f8_257_2511.wav	41760
/projects/bczs/SAPC/data/processed/train/841b5954-25e9-4805-244a-08dc016f5033_472_2630.wav	37920
/projects/bczs/SAPC/data/processed/train/29d01a4d-950a-4c6d-6e21-08db76c46b9c_28744_1845.wav	87019
/projects/bczs/SAPC/data/processed/train/987a5dad-44c2-4a6b-1184-08dba7fa5465_1121_2222.wav	941035
/projects/bczs/SAPC/data/processed/train/1efde431-6c53-4fcc-1162-08db2577509f_161_352.wav	47680
/projects/bczs/SAPC/data/processed/train/e403c1ba-243b-4735-c2f7-08db4a8e24c0_202_765.wav	106560
/projects/bczs/SAPC/data/processed/train/293353e2-b0e2-4fab-1e33-08dbe1ed2b7f_29337_4940.wav	70566
/projects/bczs/SAPC/data/processed/train/59b47aea-1709-4559-aa22-08db7f28d1f2_6174_1828.wav	187360
/projects/bczs/SAPC/data/processed/train/ecbe385b-1b5c-45aa-bc3c-08db7417355e_120_1285.wav	80225
/projects/bczs/SAPC/data/processed/train/dd89491c-3d54-43ec-4282-08dc308d407c_1491_3708.wav	136171
/projects/bczs/SAPC/data/processed/train/0011deac-27ce-4d61-a02e-08db2c0e5fe3_169_386.wav	63360
/projects/bczs/SAPC/data/processed/train/511e8ca5-236a-4aeb-bf52-08db3cfd4e3e_24_462.wav	136325
/projects/bczs/SAPC/data/processed/train/603b47ab-b99f-47b0-8086-08db80053c20_15595_1534.wav	209920
/projects/bczs/SAPC/data/processed/train/db72a193-5788-4716-2cc5-08dc137c976d_203_2888.wav	77600
/projects/bczs/SAPC/data/processed/train/7d7d589c-cfbd-4800-f6ea-08dc19181866_29118_2943.wav	138720
/projects/bczs/SAPC/data/processed/train/7d7c9257-5e01-4b9f-a196-08dc11dcc589_15810_4055.wav	89760
/projects/bczs/SAPC/data/processed/train/db83c1ba-3ccd-4939-c583-08dc27c1bd26_78_3095.wav	118422
/projects/bczs/SAPC/data/processed/train/75a389c8-cae1-4e45-e828-08dbe0ac2304_1111_2393.wav	170880
/projects/bczs/SAPC/data/processed/train/e12d07cc-b73a-4c62-6ad8-08dbe30077ee_1089_2640.wav	254240
/projects/bczs/SAPC/data/processed/train/ec7835ce-2057-49e5-a18a-08dc11dcc589_3421_4673.wav	247680
/projects/bczs/SAPC/data/processed/train/13f27a9a-360d-45ce-5272-08db72fc16cf_112_1217.wav	88960
/projects/bczs/SAPC/data/processed/train/90231471-f333-4f3a-115e-08dba7fa5465_362_2061.wav	104320
/projects/bczs/SAPC/data/processed/train/4481a26b-356d-4740-c59f-08dc27c1bd26_26181_4333.wav	84960
/projects/bczs/SAPC/data/processed/train/6dd5a117-86d2-4847-1f7b-08dc22d2b6d4_1061_4291.wav	61278
/projects/bczs/SAPC/data/processed/train/a72be9ca-a663-4f72-c230-08dbeba01fff_1061_2473.wav	52203
/projects/bczs/SAPC/data/processed/train/c37b3499-2a84-4371-c590-08dc27c1bd26_791_4525.wav	353120
/projects/bczs/SAPC/data/processed/train/d18cc111-39bc-4e6e-f3bd-08db49b9f20e_1058_1274.wav	69440
/projects/bczs/SAPC/data/processed/train/1b3e248a-f3dc-4173-2e7a-08dc27684872_1066_3139.wav	64960
/projects/bczs/SAPC/data/processed/train/b0519b26-50b6-4eb7-2ea0-08dc27684872_91_3666.wav	87840
/projects/bczs/SAPC/data/processed/train/4eaaccc6-1908-4349-46be-08db82273f48_700_1714.wav	40320
/projects/bczs/SAPC/data/processed/train/7960602d-a55a-42e6-ef04-08db5cba8704_214_1134.wav	38616
/projects/bczs/SAPC/data/processed/train/6a4ed682-bcde-4fd9-807b-08dc2d678af8_30194_3890.wav	82826
/projects/bczs/SAPC/data/processed/train/20404c96-66e6-4bfb-b066-08dbb4a9f295_51_2207.wav	208000
/projects/bczs/SAPC/data/processed/train/674ab9df-ce7d-4118-abb1-08dc5d6a38e4_210_5152.wav	135488
/projects/bczs/SAPC/data/processed/train/edc855c9-4e06-4163-43da-08dc13e54ff5_30183_4681.wav	322198
/projects/bczs/SAPC/data/processed/train/f5cfee85-0110-474a-6dab-08db348aa35d_253_957.wav	104374
/projects/bczs/SAPC/data/processed/train/3d7fc0a6-60cd-470f-4f4a-08db9399a6d5_318_1942.wav	105110
/projects/bczs/SAPC/data/processed/train/d7ce7d5f-8c95-4569-cfa6-08db726500b4_28271_1270.wav	161430
/projects/bczs/SAPC/data/processed/train/ffbb560c-78e1-4dc2-aa21-08db7f28d1f2_676_1577.wav	46240
/projects/bczs/SAPC/data/processed/train/b3ca3b66-a7ff-486d-a17e-08dc11dcc589_383_3839.wav	90720
/projects/bczs/SAPC/data/processed/train/d365b0cf-1afc-4e37-a16d-08dc11dcc589_78_2715.wav	66880
/projects/bczs/SAPC/data/processed/train/e9594e84-3837-4c23-d3f1-08db43eacc94_252_1655.wav	124480
/projects/bczs/SAPC/data/processed/train/0f397840-4dca-486d-5143-08dba881aa8d_533_2088.wav	82826
/projects/bczs/SAPC/data/processed/train/0f397840-4dca-486d-5143-08dba881aa8d_19789_2035.wav	91371
/projects/bczs/SAPC/data/processed/train/2272219d-dbc0-49ee-4408-08db797e52e3_1130_1621.wav	116480
/projects/bczs/SAPC/data/processed/train/972c6e75-1fb1-470b-a1e1-08dc11dcc589_268_3780.wav	70880
/projects/bczs/SAPC/data/processed/train/4c5d2214-df2a-4d7f-bb39-08dbdf14f113_133_2651.wav	77803
/projects/bczs/SAPC/data/processed/train/feddb247-8741-4c98-c55c-08dc27c1bd26_19274_3346.wav	65760
